M.D_b.CO3 Time [a],M.D_b.CO3 CO3 [mol/kg]
540100.0,8.739742102613184e-05
540200.0,8.739742102613177e-05
540300.0,8.739742102613184e-05
540400.0,8.739742102613177e-05
540500.0,8.739742102613182e-05
540600.0,8.739742102613178e-05
540700.0,8.739742102613184e-05
540800.0,8.739742102613177e-05
540900.0,8.739742102613184e-05
541000.0,8.739742102613175e-05
541100.0,8.739742102613184e-05
541200.0,8.739742102613177e-05
541300.0,8.739742102613184e-05
541400.0,8.739742102613178e-05
541500.0,8.739742102613184e-05
541600.0,8.739742102613178e-05
541700.0,8.739742102613182e-05
541800.0,8.739742102613177e-05
541900.0,8.739742102613184e-05
542000.0,8.739742102613177e-05
542100.0,8.739742102613184e-05
542200.0,8.739742102613177e-05
542300.0,8.739742102613184e-05
542400.0,8.739742102613177e-05
542500.0,8.739742102613184e-05
542600.0,8.739742102613178e-05
542700.0,8.739742102613184e-05
542800.0,8.739742102613175e-05
542900.0,8.739742102613184e-05
543000.0,8.739742102613178e-05
543100.0,8.739742102613184e-05
543200.0,8.739742102613178e-05
543300.0,8.739742102613184e-05
543400.0,8.739742102613175e-05
543500.0,8.739742102613182e-05
543600.0,8.739742102613175e-05
543700.0,8.739742102613184e-05
543800.0,8.739742102613175e-05
543900.0,8.739742102613184e-05
544000.0,8.739742102613177e-05
544100.0,8.739742102613184e-05
544200.0,8.739742102613177e-05
544300.0,8.739742102613184e-05
544400.0,8.739742102613177e-05
544500.0,8.739742102613182e-05
544600.0,8.739742102613177e-05
544700.0,8.739742102613184e-05
544800.0,8.739742102613175e-05
544900.0,8.739742102613181e-05
545000.0,8.739742102613177e-05
545100.0,8.739742102613184e-05
545200.0,8.739742102613177e-05
545300.0,8.739742102613184e-05
545400.0,8.739742102613177e-05
545500.0,8.739742102613184e-05
545600.0,8.739742102613177e-05
545700.0,8.739742102613184e-05
545800.0,8.739742102613177e-05
545900.0,8.739742102613182e-05
546000.0,8.739742102613177e-05
546100.0,8.739742102613184e-05
546200.0,8.739742102613177e-05
546300.0,8.739742102613184e-05
546400.0,8.739742102613177e-05
546500.0,8.739742102613184e-05
546600.0,8.739742102613177e-05
546700.0,8.739742102613182e-05
546800.0,8.739742102613177e-05
546900.0,8.739742102613184e-05
547000.0,8.739742102613178e-05
547100.0,8.739742102613184e-05
547200.0,8.739742102613175e-05
547300.0,8.739742102613184e-05
547400.0,8.739742102613177e-05
547500.0,8.739742102613184e-05
547600.0,8.739742102613177e-05
547700.0,8.739742102613184e-05
547800.0,8.739742102613178e-05
547900.0,8.739742102613182e-05
548000.0,8.739742102613175e-05
548100.0,8.739742102613184e-05
548200.0,8.739742102613177e-05
548300.0,8.739742102613184e-05
548400.0,8.739742102613177e-05
548500.0,8.739742102613182e-05
548600.0,8.739742102613175e-05
548700.0,8.739742102613184e-05
548800.0,8.739742102613178e-05
548900.0,8.739742102613184e-05
549000.0,8.739742102613177e-05
549100.0,8.739742102613184e-05
549200.0,8.739742102613177e-05
549300.0,8.739742102613184e-05
549400.0,8.739742102613178e-05
549500.0,8.739742102613184e-05
549600.0,8.739742102613175e-05
549700.0,8.739742102613184e-05
549800.0,8.739742102613178e-05
549900.0,8.739742102613184e-05
550000.0,8.739742102613175e-05
550100.0,8.739742102613184e-05
550200.0,8.739742102613177e-05
550300.0,8.739742102613184e-05
550400.0,8.739742102613178e-05
550500.0,8.739742102613184e-05
550600.0,8.739742102613175e-05
550700.0,8.739742102613184e-05
550800.0,8.739742102613178e-05
550900.0,8.739742102613184e-05
551000.0,8.739742102613177e-05
551100.0,8.739742102613184e-05
551200.0,8.739742102613177e-05
551300.0,8.739742102613182e-05
551400.0,8.739742102613177e-05
551500.0,8.739742102613184e-05
551600.0,8.739742102613175e-05
551700.0,8.739742102613182e-05
551800.0,8.739742102613178e-05
551900.0,8.739742102613184e-05
552000.0,8.739742102613177e-05
552100.0,8.739742102613184e-05
552200.0,8.739742102613177e-05
552300.0,8.739742102613184e-05
552400.0,8.739742102613177e-05
552500.0,8.739742102613182e-05
552600.0,8.739742102613175e-05
552700.0,8.739742102613184e-05
552800.0,8.739742102613177e-05
552900.0,8.739742102613181e-05
553000.0,8.739742102613178e-05
553100.0,8.739742102613184e-05
553200.0,8.739742102613177e-05
553300.0,8.739742102613184e-05
553400.0,8.739742102613177e-05
553500.0,8.739742102613182e-05
553600.0,8.739742102613175e-05
553700.0,8.739742102613184e-05
553800.0,8.739742102613178e-05
553900.0,8.739742102613182e-05
554000.0,8.739742102613175e-05
554100.0,8.739742102613184e-05
554200.0,8.739742102613178e-05
554300.0,8.739742102613184e-05
554400.0,8.739742102613175e-05
554500.0,8.739742102613182e-05
554600.0,8.739742102613175e-05
554700.0,8.739742102613184e-05
554800.0,8.739742102613177e-05
554900.0,8.739742102613184e-05
555000.0,8.739742102613177e-05
555100.0,8.739742102613182e-05
555200.0,8.739742102613177e-05
555300.0,8.739742102613184e-05
555400.0,8.739742102613175e-05
555500.0,8.739742102613182e-05
555600.0,8.739742102613177e-05
555700.0,8.739742102613182e-05
555800.0,8.739742102613177e-05
555900.0,8.739742102613184e-05
556000.0,8.739742102613177e-05
556100.0,8.739742102613184e-05
556200.0,8.739742102613177e-05
556300.0,8.739742102613182e-05
556400.0,8.739742102613175e-05
556500.0,8.739742102613184e-05
556600.0,8.739742102613177e-05
556700.0,8.739742102613184e-05
556800.0,8.739742102613177e-05
556900.0,8.739742102613184e-05
557000.0,8.739742102613177e-05
557100.0,8.739742102613184e-05
557200.0,8.739742102613177e-05
557300.0,8.739742102613184e-05
557400.0,8.739742102613177e-05
557500.0,8.739742102613184e-05
557600.0,8.739742102613178e-05
557700.0,8.739742102613182e-05
557800.0,8.739742102613177e-05
557900.0,8.739742102613184e-05
558000.0,8.739742102613175e-05
558100.0,8.739742102613184e-05
558200.0,8.739742102613178e-05
558300.0,8.739742102613184e-05
558400.0,8.739742102613177e-05
558500.0,8.739742102613184e-05
558600.0,8.739742102613177e-05
558700.0,8.739742102613182e-05
558800.0,8.739742102613177e-05
558900.0,8.739742102613184e-05
559000.0,8.739742102613177e-05
559100.0,8.739742102613184e-05
559200.0,8.739742102613177e-05
559300.0,8.739742102613184e-05
559400.0,8.739742102613177e-05
559500.0,8.739742102613182e-05
559600.0,8.739742102613178e-05
559700.0,8.739742102613184e-05
559800.0,8.739742102613178e-05
559900.0,8.739742102613182e-05
560000.0,8.739742102613175e-05
560100.0,8.739742102613184e-05
560200.0,8.739742102613184e-05
560300.0,8.739742102613178e-05
560400.0,8.739742102613184e-05
560500.0,8.739742102613177e-05
560600.0,8.739742102613184e-05
560700.0,8.739742102613177e-05
560800.0,8.739742102613184e-05
560900.0,8.739742102613178e-05
561000.0,8.739742102613184e-05
561100.0,8.739742102613175e-05
561200.0,8.739742102613184e-05
561300.0,8.739742102613177e-05
561400.0,8.739742102613184e-05
561500.0,8.739742102613177e-05
561600.0,8.739742102613182e-05
561700.0,8.739742102613178e-05
561800.0,8.739742102613184e-05
561900.0,8.739742102613177e-05
562000.0,8.739742102613184e-05
562100.0,8.739742102613178e-05
562200.0,8.739742102613184e-05
562300.0,8.739742102613177e-05
562400.0,8.739742102613184e-05
562500.0,8.739742102613177e-05
562600.0,8.739742102613184e-05
562700.0,8.739742102613177e-05
562800.0,8.739742102613184e-05
562900.0,8.739742102613177e-05
563000.0,8.739742102613184e-05
563100.0,8.739742102613177e-05
563200.0,8.739742102613182e-05
563300.0,8.739742102613177e-05
563400.0,8.739742102613184e-05
563500.0,8.739742102613177e-05
563600.0,8.739742102613184e-05
563700.0,8.739742102613177e-05
563800.0,8.739742102613184e-05
563900.0,8.739742102613177e-05
564000.0,8.739742102613182e-05
564100.0,8.739742102613177e-05
564200.0,8.739742102613184e-05
564300.0,8.739742102613177e-05
564400.0,8.739742102613184e-05
564500.0,8.739742102613177e-05
564600.0,8.739742102613184e-05
564700.0,8.739742102613178e-05
564800.0,8.739742102613184e-05
564900.0,8.739742102613175e-05
565000.0,8.739742102613184e-05
565100.0,8.739742102613177e-05
565200.0,8.739742102613184e-05
565300.0,8.739742102613177e-05
565400.0,8.739742102613184e-05
565500.0,8.739742102613177e-05
565600.0,8.739742102613184e-05
565700.0,8.739742102613177e-05
565800.0,8.739742102613184e-05
565900.0,8.739742102613178e-05
566000.0,8.739742102613182e-05
566100.0,8.739742102613177e-05
566200.0,8.739742102613184e-05
566300.0,8.739742102613177e-05
566400.0,8.739742102613182e-05
566500.0,8.739742102613178e-05
566600.0,8.739742102613184e-05
566700.0,8.739742102613177e-05
566800.0,8.739742102613182e-05
566900.0,8.739742102613177e-05
567000.0,8.739742102613184e-05
567100.0,8.739742102613175e-05
567200.0,8.739742102613182e-05
567300.0,8.739742102613177e-05
567400.0,8.739742102613184e-05
567500.0,8.739742102613177e-05
567600.0,8.739742102613184e-05
567700.0,8.739742102613177e-05
567800.0,8.739742102613184e-05
567900.0,8.739742102613177e-05
568000.0,8.739742102613184e-05
568100.0,8.739742102613177e-05
568200.0,8.739742102613184e-05
568300.0,8.739742102613177e-05
568400.0,8.739742102613184e-05
568500.0,8.739742102613177e-05
568600.0,8.739742102613184e-05
568700.0,8.739742102613177e-05
568800.0,8.739742102613184e-05
568900.0,8.739742102613178e-05
569000.0,8.739742102613182e-05
569100.0,8.739742102613175e-05
569200.0,8.739742102613184e-05
569300.0,8.739742102613177e-05
569400.0,8.739742102613184e-05
569500.0,8.739742102613177e-05
569600.0,8.739742102613182e-05
569700.0,8.739742102613175e-05
569800.0,8.739742102613182e-05
569900.0,8.739742102613182e-05
570000.0,8.739742102613178e-05
570100.0,8.739742102613184e-05
570200.0,8.739742102613175e-05
570300.0,8.739742102613184e-05
570400.0,8.739742102613177e-05
570500.0,8.739742102613184e-05
570600.0,8.739742102613177e-05
570700.0,8.739742102613184e-05
570800.0,8.739742102613177e-05
570900.0,8.739742102613184e-05
571000.0,8.739742102613177e-05
571100.0,8.739742102613184e-05
571200.0,8.739742102613177e-05
571300.0,8.739742102613182e-05
571400.0,8.739742102613178e-05
571500.0,8.739742102613184e-05
571600.0,8.739742102613177e-05
571700.0,8.739742102613184e-05
571800.0,8.739742102613177e-05
571900.0,8.739742102613184e-05
572000.0,8.739742102613177e-05
572100.0,8.739742102613184e-05
572200.0,8.739742102613178e-05
572300.0,8.739742102613184e-05
572400.0,8.739742102613178e-05
572500.0,8.739742102613182e-05
572600.0,8.739742102613175e-05
572700.0,8.739742102613184e-05
572800.0,8.739742102613177e-05
572900.0,8.739742102613182e-05
573000.0,8.739742102613177e-05
573100.0,8.739742102613184e-05
573200.0,8.739742102613175e-05
573300.0,8.739742102613182e-05
573400.0,8.739742102613177e-05
573500.0,8.739742102613184e-05
573600.0,8.739742102613177e-05
573700.0,8.739742102613184e-05
573800.0,8.739742102613175e-05
573900.0,8.739742102613182e-05
574000.0,8.739742102613178e-05
574100.0,8.739742102613184e-05
574200.0,8.739742102613175e-05
574300.0,8.739742102613184e-05
574400.0,8.739742102613177e-05
574500.0,8.739742102613182e-05
574600.0,8.739742102613175e-05
574700.0,8.739742102613184e-05
574800.0,8.739742102613178e-05
574900.0,8.739742102613182e-05
575000.0,8.739742102613177e-05
575100.0,8.739742102613182e-05
575200.0,8.739742102613175e-05
575300.0,8.739742102613184e-05
575400.0,8.739742102613177e-05
575500.0,8.739742102613182e-05
575600.0,8.739742102613175e-05
575700.0,8.739742102613182e-05
575800.0,8.739742102613178e-05
575900.0,8.739742102613184e-05
576000.0,8.739742102613175e-05
576100.0,8.739742102613184e-05
576200.0,8.739742102613177e-05
576300.0,8.739742102613184e-05
576400.0,8.739742102613178e-05
576500.0,8.739742102613184e-05
576600.0,8.739742102613177e-05
576700.0,8.739742102613184e-05
576800.0,8.739742102613177e-05
576900.0,8.739742102613184e-05
577000.0,8.739742102613175e-05
577100.0,8.739742102613182e-05
577200.0,8.739742102613177e-05
577300.0,8.739742102613184e-05
577400.0,8.739742102613177e-05
577500.0,8.739742102613184e-05
577600.0,8.739742102613175e-05
577700.0,8.739742102613182e-05
577800.0,8.739742102613177e-05
577900.0,8.739742102613184e-05
578000.0,8.739742102613177e-05
578100.0,8.739742102613182e-05
578200.0,8.739742102613177e-05
578300.0,8.739742102613184e-05
578400.0,8.739742102613177e-05
578500.0,8.739742102613184e-05
578600.0,8.739742102613177e-05
578700.0,8.739742102613184e-05
578800.0,8.739742102613177e-05
578900.0,8.739742102613182e-05
579000.0,8.739742102613175e-05
579100.0,8.739742102613184e-05
579200.0,8.739742102613177e-05
579300.0,8.739742102613182e-05
579400.0,8.739742102613177e-05
579500.0,8.739742102613184e-05
579600.0,8.739742102613177e-05
579700.0,8.739742102613184e-05
579800.0,8.739742102613178e-05
579900.0,8.739742102613184e-05
580000.0,8.739742102613178e-05
580100.0,8.739742102613184e-05
580200.0,8.739742102613177e-05
580300.0,8.739742102613182e-05
580400.0,8.739742102613177e-05
580500.0,8.739742102613184e-05
580600.0,8.739742102613177e-05
580700.0,8.739742102613184e-05
580800.0,8.739742102613177e-05
580900.0,8.739742102613184e-05
581000.0,8.739742102613178e-05
581100.0,8.739742102613184e-05
581200.0,8.739742102613177e-05
581300.0,8.739742102613182e-05
581400.0,8.739742102613177e-05
581500.0,8.739742102613184e-05
581600.0,8.739742102613177e-05
581700.0,8.739742102613184e-05
581800.0,8.739742102613175e-05
581900.0,8.739742102613184e-05
582000.0,8.739742102613178e-05
582100.0,8.739742102613184e-05
582200.0,8.739742102613175e-05
582300.0,8.739742102613184e-05
582400.0,8.739742102613177e-05
582500.0,8.739742102613184e-05
582600.0,8.739742102613178e-05
582700.0,8.739742102613184e-05
582800.0,8.739742102613175e-05
582900.0,8.739742102613184e-05
583000.0,8.739742102613178e-05
583100.0,8.739742102613184e-05
583200.0,8.739742102613175e-05
583300.0,8.739742102613184e-05
583400.0,8.739742102613177e-05
583500.0,8.739742102613184e-05
583600.0,8.739742102613177e-05
583700.0,8.739742102613184e-05
583800.0,8.739742102613178e-05
583900.0,8.739742102613184e-05
584000.0,8.739742102613177e-05
584100.0,8.739742102613182e-05
584200.0,8.739742102613177e-05
584300.0,8.739742102613184e-05
584400.0,8.739742102613177e-05
584500.0,8.739742102613184e-05
584600.0,8.739742102613178e-05
584700.0,8.739742102613184e-05
584800.0,8.739742102613177e-05
584900.0,8.739742102613184e-05
585000.0,8.739742102613177e-05
585100.0,8.739742102613182e-05
585200.0,8.739742102613177e-05
585300.0,8.739742102613184e-05
585400.0,8.739742102613178e-05
585500.0,8.739742102613184e-05
585600.0,8.739742102613177e-05
585700.0,8.739742102613184e-05
585800.0,8.739742102613175e-05
585900.0,8.739742102613182e-05
586000.0,8.739742102613178e-05
586100.0,8.739742102613184e-05
586200.0,8.739742102613178e-05
586300.0,8.739742102613182e-05
586400.0,8.739742102613175e-05
586500.0,8.739742102613184e-05
586600.0,8.739742102613177e-05
586700.0,8.739742102613184e-05
586800.0,8.739742102613177e-05
586900.0,8.739742102613184e-05
587000.0,8.739742102613175e-05
587100.0,8.739742102613184e-05
587200.0,8.739742102613178e-05
587300.0,8.739742102613184e-05
587400.0,8.739742102613175e-05
587500.0,8.739742102613184e-05
587600.0,8.739742102613177e-05
587700.0,8.739742102613184e-05
587800.0,8.739742102613177e-05
587900.0,8.739742102613184e-05
588000.0,8.739742102613177e-05
588100.0,8.739742102613182e-05
588200.0,8.739742102613177e-05
588300.0,8.739742102613184e-05
588400.0,8.739742102613177e-05
588500.0,8.739742102613184e-05
588600.0,8.739742102613178e-05
588700.0,8.739742102613184e-05
588800.0,8.739742102613177e-05
588900.0,8.739742102613184e-05
589000.0,8.739742102613177e-05
589100.0,8.739742102613184e-05
589200.0,8.739742102613177e-05
589300.0,8.739742102613184e-05
589400.0,8.739742102613177e-05
589500.0,8.739742102613184e-05
589600.0,8.739742102613177e-05
589700.0,8.739742102613184e-05
589800.0,8.739742102613178e-05
589900.0,8.739742102613184e-05
590000.0,8.739742102613177e-05
590100.0,8.739742102613182e-05
590200.0,8.739742102613175e-05
590300.0,8.739742102613184e-05
590400.0,8.739742102613177e-05
590500.0,8.739742102613184e-05
590600.0,8.739742102613177e-05
590700.0,8.739742102613184e-05
590800.0,8.739742102613177e-05
590900.0,8.739742102613184e-05
591000.0,8.739742102613178e-05
591100.0,8.739742102613184e-05
591200.0,8.739742102613175e-05
591300.0,8.739742102613184e-05
591400.0,8.739742102613177e-05
591500.0,8.739742102613184e-05
591600.0,8.739742102613178e-05
591700.0,8.739742102613182e-05
591800.0,8.739742102613175e-05
591900.0,8.739742102613184e-05
592000.0,8.739742102613177e-05
592100.0,8.739742102613182e-05
592200.0,8.739742102613177e-05
592300.0,8.739742102613184e-05
592400.0,8.739742102613177e-05
592500.0,8.739742102613184e-05
592600.0,8.739742102613177e-05
592700.0,8.739742102613182e-05
592800.0,8.739742102613177e-05
592900.0,8.739742102613184e-05
593000.0,8.739742102613178e-05
593100.0,8.739742102613182e-05
593200.0,8.739742102613177e-05
593300.0,8.739742102613184e-05
593400.0,8.739742102613177e-05
593500.0,8.739742102613184e-05
593600.0,8.739742102613177e-05
593700.0,8.739742102613182e-05
593800.0,8.739742102613178e-05
593900.0,8.739742102613184e-05
594000.0,8.739742102613177e-05
594100.0,8.739742102613184e-05
594200.0,8.739742102613177e-05
594300.0,8.739742102613184e-05
594400.0,8.739742102613177e-05
594500.0,8.739742102613182e-05
594600.0,8.739742102613175e-05
594700.0,8.739742102613184e-05
594800.0,8.739742102613178e-05
594900.0,8.739742102613184e-05
595000.0,8.739742102613175e-05
595100.0,8.739742102613184e-05
595200.0,8.739742102613177e-05
595300.0,8.739742102613184e-05
595400.0,8.739742102613178e-05
595500.0,8.739742102613184e-05
595600.0,8.739742102613177e-05
595700.0,8.739742102613184e-05
595800.0,8.739742102613175e-05
595900.0,8.739742102613184e-05
596000.0,8.739742102613177e-05
596100.0,8.739742102613184e-05
596200.0,8.739742102613177e-05
596300.0,8.739742102613184e-05
596400.0,8.739742102613177e-05
596500.0,8.739742102613184e-05
596600.0,8.739742102613178e-05
596700.0,8.739742102613184e-05
596800.0,8.739742102613177e-05
596900.0,8.739742102613182e-05
597000.0,8.739742102613175e-05
597100.0,8.739742102613184e-05
597200.0,8.739742102613177e-05
597300.0,8.739742102613184e-05
597400.0,8.739742102613177e-05
597500.0,8.739742102613184e-05
597600.0,8.739742102613177e-05
597700.0,8.739742102613184e-05
597800.0,8.739742102613177e-05
597900.0,8.739742102613182e-05
598000.0,8.739742102613178e-05
