M.H_b.CO2aq Time [a],M.H_b.CO2aq CO2aq [mol/kg]
558400.0,1.5731539477695252e-05
558500.0,1.5731539477695252e-05
558600.0,1.5731539477695256e-05
558700.0,1.5731539477695252e-05
558800.0,1.5731539477695256e-05
558900.0,1.5731539477695256e-05
559000.0,1.5731539477695256e-05
559100.0,1.5731539477695252e-05
559200.0,1.5731539477695256e-05
559300.0,1.5731539477695256e-05
559400.0,1.5731539477695262e-05
559500.0,1.573153947769526e-05
559600.0,1.5731539477695256e-05
559700.0,1.5731539477695256e-05
559800.0,1.5731539477695252e-05
559900.0,1.5731539477695252e-05
560000.0,1.5731539477695256e-05
560100.0,1.5731539477695252e-05
560200.0,1.573153947769525e-05
560300.0,1.573153947769525e-05
560400.0,1.573153947769525e-05
560500.0,1.573153947769525e-05
560600.0,1.573153947769525e-05
560700.0,1.573153947769525e-05
560800.0,1.5731539477695252e-05
560900.0,1.573153947769525e-05
561000.0,1.5731539477695256e-05
561100.0,1.573153947769525e-05
561200.0,1.5731539477695256e-05
561300.0,1.573153947769525e-05
561400.0,1.5731539477695252e-05
561500.0,1.5731539477695252e-05
561600.0,1.5731539477695256e-05
561700.0,1.5731539477695256e-05
561800.0,1.5731539477695252e-05
561900.0,1.5731539477695256e-05
562000.0,1.5731539477695252e-05
562100.0,1.5731539477695252e-05
562200.0,1.5731539477695252e-05
562300.0,1.573153947769525e-05
562400.0,1.5731539477695256e-05
562500.0,1.573153947769526e-05
562600.0,1.5731539477695256e-05
562700.0,1.5731539477695246e-05
562800.0,1.573153947769525e-05
562900.0,1.573153947769525e-05
563000.0,1.5731539477695246e-05
563100.0,1.573153947769525e-05
563200.0,1.5731539477695252e-05
563300.0,1.5731539477695256e-05
563400.0,1.573153947769525e-05
563500.0,1.573153947769525e-05
563600.0,1.5731539477695246e-05
563700.0,1.5731539477695252e-05
563800.0,1.5731539477695252e-05
563900.0,1.5731539477695256e-05
564000.0,1.573153947769526e-05
564100.0,1.5731539477695256e-05
564200.0,1.5731539477695256e-05
564300.0,1.573153947769526e-05
564400.0,1.5731539477695252e-05
564500.0,1.573153947769526e-05
564600.0,1.5731539477695256e-05
564700.0,1.5731539477695256e-05
564800.0,1.5731539477695256e-05
564900.0,1.573153947769525e-05
565000.0,1.573153947769524e-05
565100.0,1.573153947769525e-05
565200.0,1.5731539477695246e-05
565300.0,1.573153947769525e-05
565400.0,1.5731539477695252e-05
565500.0,1.573153947769525e-05
565600.0,1.5731539477695256e-05
565700.0,1.573153947769525e-05
565800.0,1.5731539477695252e-05
565900.0,1.5731539477695242e-05
566000.0,1.5731539477695252e-05
566100.0,1.5731539477695256e-05
566200.0,1.5731539477695252e-05
566300.0,1.5731539477695252e-05
566400.0,1.573153947769525e-05
566500.0,1.5731539477695246e-05
566600.0,1.5731539477695252e-05
566700.0,1.5731539477695256e-05
566800.0,1.5731539477695256e-05
566900.0,1.573153947769526e-05
567000.0,1.5731539477695256e-05
567100.0,1.5731539477695256e-05
567200.0,1.5731539477695252e-05
567300.0,1.5731539477695256e-05
567400.0,1.5731539477695256e-05
567500.0,1.5731539477695252e-05
567600.0,1.5731539477695256e-05
567700.0,1.5731539477695256e-05
567800.0,1.5731539477695252e-05
567900.0,1.5731539477695256e-05
568000.0,1.5731539477695252e-05
568100.0,1.573153947769526e-05
568200.0,1.5731539477695256e-05
568300.0,1.5731539477695256e-05
568400.0,1.5731539477695252e-05
568500.0,1.573153947769526e-05
568600.0,1.5731539477695256e-05
568700.0,1.573153947769526e-05
568800.0,1.5731539477695256e-05
568900.0,1.5731539477695246e-05
569000.0,1.5731539477695252e-05
569100.0,1.573153947769525e-05
569200.0,1.573153947769525e-05
569300.0,1.573153947769525e-05
569400.0,1.5731539477695252e-05
569500.0,1.5731539477695252e-05
569600.0,1.5731539477695252e-05
569700.0,1.5731539477695256e-05
569800.0,1.5731539477695256e-05
569900.0,1.5731539477695246e-05
570000.0,1.5731539477695256e-05
570100.0,1.5731539477695256e-05
570200.0,1.5731539477695256e-05
570300.0,1.573153947769525e-05
570400.0,1.5731539477695252e-05
570500.0,1.5731539477695256e-05
570600.0,1.573153947769525e-05
570700.0,1.5731539477695246e-05
570800.0,1.573153947769525e-05
570900.0,1.573153947769526e-05
571000.0,1.5731539477695252e-05
571100.0,1.5731539477695252e-05
571200.0,1.5731539477695242e-05
571300.0,1.573153947769525e-05
571400.0,1.573153947769525e-05
571500.0,1.5731539477695256e-05
571600.0,1.5731539477695246e-05
571700.0,1.5731539477695252e-05
571800.0,1.573153947769525e-05
571900.0,1.5731539477695246e-05
572000.0,1.5731539477695256e-05
572100.0,1.573153947769525e-05
572200.0,1.5731539477695252e-05
572300.0,1.5731539477695246e-05
572400.0,1.5731539477695256e-05
572500.0,1.5731539477695252e-05
572600.0,1.5731539477695256e-05
572700.0,1.5731539477695252e-05
572800.0,1.5731539477695256e-05
572900.0,1.5731539477695256e-05
573000.0,1.5731539477695256e-05
573100.0,1.5731539477695252e-05
573200.0,1.5731539477695252e-05
573300.0,1.5731539477695252e-05
573400.0,1.5731539477695252e-05
573500.0,1.5731539477695242e-05
573600.0,1.5731539477695252e-05
573700.0,1.573153947769525e-05
573800.0,1.5731539477695252e-05
573900.0,1.5731539477695252e-05
574000.0,1.5731539477695256e-05
574100.0,1.573153947769525e-05
574200.0,1.573153947769525e-05
574300.0,1.5731539477695256e-05
574400.0,1.573153947769525e-05
574500.0,1.573153947769525e-05
574600.0,1.5731539477695252e-05
574700.0,1.573153947769525e-05
574800.0,1.5731539477695252e-05
574900.0,1.573153947769525e-05
575000.0,1.573153947769525e-05
575100.0,1.5731539477695252e-05
575200.0,1.573153947769525e-05
575300.0,1.573153947769525e-05
575400.0,1.5731539477695252e-05
575500.0,1.573153947769525e-05
575600.0,1.5731539477695252e-05
575700.0,1.573153947769525e-05
575800.0,1.573153947769525e-05
575900.0,1.573153947769525e-05
576000.0,1.5731539477695256e-05
576100.0,1.5731539477695252e-05
576200.0,1.5731539477695252e-05
576300.0,1.573153947769525e-05
576400.0,1.573153947769525e-05
576500.0,1.5731539477695252e-05
576600.0,1.5731539477695252e-05
576700.0,1.5731539477695246e-05
576800.0,1.573153947769525e-05
576900.0,1.5731539477695246e-05
577000.0,1.573153947769525e-05
577100.0,1.5731539477695252e-05
577200.0,1.5731539477695252e-05
577300.0,1.5731539477695256e-05
577400.0,1.5731539477695246e-05
577500.0,1.573153947769526e-05
577600.0,1.5731539477695252e-05
577700.0,1.5731539477695252e-05
577800.0,1.5731539477695246e-05
577900.0,1.573153947769525e-05
578000.0,1.5731539477695252e-05
578100.0,1.5731539477695252e-05
578200.0,1.5731539477695262e-05
578300.0,1.573153947769525e-05
578400.0,1.573153947769525e-05
578500.0,1.5731539477695252e-05
578600.0,1.573153947769525e-05
578700.0,1.5731539477695252e-05
578800.0,1.5731539477695252e-05
578900.0,1.5731539477695256e-05
579000.0,1.5731539477695252e-05
579100.0,1.5731539477695246e-05
579200.0,1.5731539477695252e-05
579300.0,1.573153947769525e-05
579400.0,1.5731539477695256e-05
579500.0,1.5731539477695246e-05
579600.0,1.5731539477695252e-05
579700.0,1.5731539477695252e-05
579800.0,1.5731539477695256e-05
579900.0,1.573153947769526e-05
580000.0,1.5731539477695256e-05
580100.0,1.5731539477695252e-05
580200.0,1.573153947769525e-05
580300.0,1.573153947769525e-05
580400.0,1.5731539477695252e-05
580500.0,1.5731539477695256e-05
580600.0,1.5731539477695256e-05
580700.0,1.5731539477695256e-05
580800.0,1.5731539477695256e-05
580900.0,1.573153947769525e-05
581000.0,1.5731539477695256e-05
581100.0,1.5731539477695252e-05
581200.0,1.573153947769526e-05
581300.0,1.5731539477695252e-05
581400.0,1.573153947769526e-05
581500.0,1.5731539477695256e-05
581600.0,1.5731539477695256e-05
581700.0,1.5731539477695252e-05
581800.0,1.5731539477695252e-05
581900.0,1.5731539477695252e-05
582000.0,1.5731539477695252e-05
582100.0,1.5731539477695252e-05
582200.0,1.5731539477695252e-05
582300.0,1.5731539477695252e-05
582400.0,1.5731539477695246e-05
582500.0,1.5731539477695256e-05
582600.0,1.5731539477695252e-05
582700.0,1.573153947769525e-05
582800.0,1.573153947769525e-05
582900.0,1.5731539477695246e-05
583000.0,1.5731539477695252e-05
583100.0,1.573153947769525e-05
583200.0,1.5731539477695256e-05
583300.0,1.5731539477695246e-05
583400.0,1.573153947769525e-05
583500.0,1.5731539477695246e-05
583600.0,1.5731539477695252e-05
583700.0,1.5731539477695256e-05
583800.0,1.5731539477695256e-05
583900.0,1.5731539477695235e-05
584000.0,1.573153947769524e-05
584100.0,1.573153947769524e-05
584200.0,1.5731539477695242e-05
584300.0,1.573153947769525e-05
584400.0,1.5731539477695246e-05
584500.0,1.573153947769525e-05
584600.0,1.573153947769525e-05
584700.0,1.573153947769525e-05
584800.0,1.573153947769525e-05
584900.0,1.5731539477695246e-05
585000.0,1.5731539477695252e-05
585100.0,1.5731539477695246e-05
585200.0,1.5731539477695246e-05
585300.0,1.5731539477695246e-05
585400.0,1.573153947769525e-05
585500.0,1.5731539477695252e-05
585600.0,1.5731539477695252e-05
585700.0,1.573153947769526e-05
585800.0,1.573153947769526e-05
585900.0,1.5731539477695252e-05
586000.0,1.573153947769525e-05
586100.0,1.573153947769525e-05
586200.0,1.5731539477695256e-05
586300.0,1.5731539477695252e-05
586400.0,1.573153947769525e-05
586500.0,1.5731539477695256e-05
586600.0,1.5731539477695256e-05
586700.0,1.5731539477695256e-05
586800.0,1.5731539477695256e-05
586900.0,1.573153947769525e-05
587000.0,1.5731539477695256e-05
587100.0,1.5731539477695256e-05
587200.0,1.5731539477695252e-05
587300.0,1.5731539477695256e-05
587400.0,1.5731539477695252e-05
587500.0,1.5731539477695252e-05
587600.0,1.573153947769525e-05
587700.0,1.5731539477695252e-05
587800.0,1.573153947769525e-05
587900.0,1.573153947769525e-05
588000.0,1.5731539477695252e-05
588100.0,1.573153947769525e-05
588200.0,1.573153947769525e-05
588300.0,1.5731539477695252e-05
588400.0,1.5731539477695252e-05
588500.0,1.573153947769525e-05
588600.0,1.5731539477695252e-05
588700.0,1.5731539477695246e-05
588800.0,1.5731539477695246e-05
588900.0,1.5731539477695246e-05
589000.0,1.573153947769525e-05
589100.0,1.5731539477695256e-05
589200.0,1.5731539477695252e-05
589300.0,1.5731539477695252e-05
589400.0,1.573153947769525e-05
589500.0,1.5731539477695256e-05
589600.0,1.5731539477695256e-05
589700.0,1.573153947769525e-05
589800.0,1.573153947769525e-05
589900.0,1.573153947769525e-05
590000.0,1.573153947769525e-05
590100.0,1.573153947769525e-05
590200.0,1.5731539477695252e-05
590300.0,1.5731539477695252e-05
590400.0,1.5731539477695256e-05
590500.0,1.5731539477695252e-05
590600.0,1.5731539477695256e-05
590700.0,1.5731539477695252e-05
590800.0,1.5731539477695252e-05
590900.0,1.5731539477695252e-05
591000.0,1.5731539477695256e-05
591100.0,1.5731539477695262e-05
591200.0,1.5731539477695256e-05
591300.0,1.5731539477695252e-05
591400.0,1.5731539477695252e-05
591500.0,1.5731539477695252e-05
591600.0,1.5731539477695256e-05
591700.0,1.5731539477695252e-05
591800.0,1.573153947769526e-05
591900.0,1.5731539477695252e-05
592000.0,1.5731539477695246e-05
592100.0,1.5731539477695256e-05
592200.0,1.5731539477695256e-05
592300.0,1.5731539477695256e-05
592400.0,1.573153947769525e-05
592500.0,1.5731539477695252e-05
592600.0,1.5731539477695252e-05
592700.0,1.573153947769525e-05
592800.0,1.573153947769525e-05
592900.0,1.573153947769525e-05
593000.0,1.5731539477695242e-05
593100.0,1.5731539477695252e-05
593200.0,1.573153947769525e-05
593300.0,1.5731539477695246e-05
593400.0,1.573153947769525e-05
593500.0,1.573153947769525e-05
593600.0,1.5731539477695252e-05
593700.0,1.5731539477695252e-05
593800.0,1.5731539477695252e-05
593900.0,1.5731539477695256e-05
594000.0,1.5731539477695256e-05
594100.0,1.5731539477695252e-05
594200.0,1.5731539477695256e-05
594300.0,1.5731539477695256e-05
594400.0,1.5731539477695256e-05
594500.0,1.5731539477695256e-05
594600.0,1.573153947769525e-05
594700.0,1.5731539477695252e-05
594800.0,1.5731539477695252e-05
594900.0,1.5731539477695256e-05
595000.0,1.5731539477695252e-05
595100.0,1.5731539477695256e-05
595200.0,1.5731539477695256e-05
595300.0,1.5731539477695252e-05
595400.0,1.5731539477695252e-05
595500.0,1.5731539477695252e-05
595600.0,1.5731539477695252e-05
595700.0,1.573153947769525e-05
595800.0,1.5731539477695242e-05
595900.0,1.573153947769523e-05
596000.0,1.5731539477695232e-05
596100.0,1.5731539477695242e-05
596200.0,1.5731539477695246e-05
596300.0,1.573153947769525e-05
596400.0,1.5731539477695246e-05
596500.0,1.573153947769525e-05
596600.0,1.5731539477695246e-05
596700.0,1.573153947769525e-05
596800.0,1.5731539477695256e-05
596900.0,1.573153947769525e-05
597000.0,1.5731539477695256e-05
597100.0,1.5731539477695242e-05
597200.0,1.5731539477695246e-05
597300.0,1.573153947769525e-05
597400.0,1.573153947769525e-05
597500.0,1.573153947769525e-05
597600.0,1.573153947769525e-05
597700.0,1.5731539477695256e-05
597800.0,1.5731539477695252e-05
597900.0,1.573153947769525e-05
598000.0,1.5731539477695252e-05
598100.0,1.573153947769525e-05
598200.0,1.573153947769525e-05
598300.0,1.573153947769525e-05
598400.0,1.573153947769525e-05
598500.0,1.5731539477695256e-05
598600.0,1.573153947769526e-05
598700.0,1.5731539477695252e-05
598800.0,1.573153947769525e-05
598900.0,1.573153947769525e-05
599000.0,1.573153947769525e-05
599100.0,1.5731539477695256e-05
599200.0,1.573153947769526e-05
599300.0,1.5731539477695256e-05
599400.0,1.5731539477695256e-05
599500.0,1.573153947769526e-05
599600.0,1.5731539477695256e-05
599700.0,1.573153947769525e-05
599800.0,1.573153947769525e-05
599900.0,1.5731539477695252e-05
600000.0,1.573153947769525e-05
600100.0,1.5731539477695256e-05
600200.0,1.5731539477695252e-05
600300.0,1.573153947769525e-05
600400.0,1.573153947769525e-05
600500.0,1.5731539477695252e-05
600600.0,1.573153947769525e-05
600700.0,1.573153947769525e-05
600800.0,1.573153947769525e-05
600900.0,1.5731539477695242e-05
601000.0,1.5731539477695246e-05
601100.0,1.5731539477695252e-05
601200.0,1.573153947769526e-05
601300.0,1.573153947769525e-05
601400.0,1.573153947769526e-05
601500.0,1.573153947769525e-05
601600.0,1.573153947769525e-05
601700.0,1.5731539477695256e-05
601800.0,1.5731539477695252e-05
601900.0,1.5731539477695252e-05
602000.0,1.5731539477695252e-05
602100.0,1.5731539477695256e-05
602200.0,1.5731539477695256e-05
602300.0,1.5731539477695256e-05
602400.0,1.5731539477695252e-05
602500.0,1.573153947769525e-05
602600.0,1.5731539477695256e-05
602700.0,1.5731539477695256e-05
602800.0,1.5731539477695256e-05
602900.0,1.573153947769525e-05
603000.0,1.573153947769526e-05
603100.0,1.573153947769526e-05
603200.0,1.5731539477695252e-05
603300.0,1.5731539477695252e-05
603400.0,1.5731539477695256e-05
603500.0,1.573153947769525e-05
603600.0,1.5731539477695256e-05
603700.0,1.5731539477695256e-05
603800.0,1.573153947769524e-05
603900.0,1.5731539477695232e-05
604000.0,1.5731539477695242e-05
604100.0,1.5731539477695246e-05
604200.0,1.573153947769525e-05
604300.0,1.5731539477695252e-05
604400.0,1.573153947769525e-05
604500.0,1.5731539477695246e-05
604600.0,1.5731539477695252e-05
604700.0,1.573153947769525e-05
604800.0,1.5731539477695252e-05
604900.0,1.5731539477695256e-05
605000.0,1.573153947769525e-05
605100.0,1.5731539477695256e-05
605200.0,1.5731539477695252e-05
605300.0,1.5731539477695256e-05
605400.0,1.5731539477695246e-05
605500.0,1.573153947769525e-05
605600.0,1.5731539477695246e-05
605700.0,1.573153947769525e-05
605800.0,1.5731539477695246e-05
605900.0,1.573153947769525e-05
606000.0,1.5731539477695242e-05
606100.0,1.5731539477695252e-05
606200.0,1.573153947769525e-05
606300.0,1.5731539477695235e-05
606400.0,1.573153947769523e-05
606500.0,1.5731539477695235e-05
606600.0,1.573153947769524e-05
606700.0,1.5731539477695246e-05
606800.0,1.5731539477695242e-05
606900.0,1.5731539477695242e-05
607000.0,1.5731539477695252e-05
607100.0,1.5731539477695246e-05
607200.0,1.5731539477695246e-05
607300.0,1.5731539477695252e-05
607400.0,1.573153947769525e-05
607500.0,1.5731539477695246e-05
607600.0,1.5731539477695242e-05
607700.0,1.5731539477695252e-05
607800.0,1.5731539477695252e-05
607900.0,1.5731539477695256e-05
608000.0,1.5731539477695252e-05
608100.0,1.573153947769526e-05
608200.0,1.5731539477695256e-05
608300.0,1.5731539477695252e-05
608400.0,1.5731539477695252e-05
608500.0,1.573153947769525e-05
608600.0,1.5731539477695252e-05
608700.0,1.573153947769525e-05
608800.0,1.5731539477695235e-05
608900.0,1.5731539477695235e-05
609000.0,1.573153947769524e-05
609100.0,1.5731539477695246e-05
609200.0,1.5731539477695242e-05
609300.0,1.573153947769525e-05
609400.0,1.5731539477695246e-05
609500.0,1.5731539477695252e-05
609600.0,1.5731539477695252e-05
609700.0,1.5731539477695256e-05
609800.0,1.5731539477695252e-05
609900.0,1.5731539477695252e-05
610000.0,1.573153947769525e-05
610100.0,1.5731539477695242e-05
610200.0,1.5731539477695246e-05
610300.0,1.5731539477695252e-05
610400.0,1.573153947769526e-05
610500.0,1.5731539477695252e-05
610600.0,1.5731539477695256e-05
610700.0,1.573153947769525e-05
610800.0,1.5731539477695252e-05
610900.0,1.5731539477695256e-05
611000.0,1.5731539477695262e-05
611100.0,1.5731539477695252e-05
611200.0,1.573153947769525e-05
611300.0,1.573153947769525e-05
611400.0,1.573153947769525e-05
611500.0,1.5731539477695252e-05
611600.0,1.5731539477695252e-05
611700.0,1.5731539477695246e-05
611800.0,1.573153947769525e-05
611900.0,1.573153947769525e-05
612000.0,1.5731539477695252e-05
612100.0,1.5731539477695252e-05
612200.0,1.5731539477695256e-05
612300.0,1.5731539477695262e-05
612400.0,1.5731539477695252e-05
612500.0,1.5731539477695256e-05
612600.0,1.5731539477695256e-05
612700.0,1.5731539477695256e-05
612800.0,1.5731539477695252e-05
612900.0,1.573153947769525e-05
613000.0,1.573153947769525e-05
613100.0,1.5731539477695252e-05
613200.0,1.573153947769525e-05
613300.0,1.5731539477695246e-05
613400.0,1.5731539477695246e-05
613500.0,1.573153947769525e-05
613600.0,1.5731539477695256e-05
613700.0,1.5731539477695246e-05
613800.0,1.5731539477695246e-05
613900.0,1.573153947769525e-05
614000.0,1.573153947769525e-05
614100.0,1.5731539477695252e-05
614200.0,1.5731539477695252e-05
614300.0,1.5731539477695252e-05
614400.0,1.5731539477695252e-05
614500.0,1.5731539477695256e-05
614600.0,1.5731539477695252e-05
614700.0,1.5731539477695246e-05
614800.0,1.573153947769525e-05
614900.0,1.573153947769525e-05
615000.0,1.5731539477695252e-05
615100.0,1.573153947769525e-05
615200.0,1.5731539477695252e-05
615300.0,1.5731539477695252e-05
615400.0,1.573153947769525e-05
615500.0,1.5731539477695246e-05
615600.0,1.573153947769525e-05
615700.0,1.5731539477695256e-05
615800.0,1.5731539477695252e-05
615900.0,1.5731539477695256e-05
616000.0,1.5731539477695256e-05
616100.0,1.5731539477695256e-05
616200.0,1.5731539477695252e-05
616300.0,1.5731539477695256e-05
616400.0,1.5731539477695256e-05
616500.0,1.5731539477695252e-05
616600.0,1.5731539477695256e-05
616700.0,1.5731539477695252e-05
616800.0,1.573153947769525e-05
